view,package,title,license,description,url,authors
TimeSeries,fNonlinear,Rmetrics - Nonlinear and Chaotic Time Series Modelling,GPL (>= 2),"Provides a collection of functions for testing various aspects of
univariate time series including independence and neglected
nonlinearities. Further provides functions to investigate the chaotic
behavior of time series processes and to simulate different types of chaotic
time series maps.",http://www.rmetrics.org,"Diethelm Wuertz [aut],
Tobias Setz [cre],
Yohan Chalabi [ctb]"
TimeSeries,ForeCA,Forecastable Component Analysis,GPL-2,"Implementation of Forecastable Component Analysis ('ForeCA'),
including main algorithms and auxiliary function (summary, plotting, etc.) to
apply 'ForeCA' to multivariate time series data. 'ForeCA' is a novel dimension
reduction (DR) technique for temporally dependent signals. Contrary to other
popular DR methods, such as 'PCA' or 'ICA', 'ForeCA' takes time dependency
explicitly into account and searches for the most ''forecastable'' signal.
The measure of forecastability is based on the Shannon entropy of the spectral
density of the transformed signal.",http://www.gmge.org,Georg M. Goerg <im@gmge.org>
TimeSeries,forecast,Forecasting Functions for Time Series and Linear Models,GPL-3,"Methods and tools for displaying and analysing
univariate time series forecasts including exponential smoothing
via state space models and automatic ARIMA modelling.","http://pkg.robjhyndman.com/forecast,
https://github.com/robjhyndman/forecast","Rob Hyndman [aut, cre, cph] (<https://orcid.org/0000-0002-2140-5352>),
George Athanasopoulos [aut],
Christoph Bergmeir [aut] (<https://orcid.org/0000-0002-3665-9021>),
Gabriel Caceres [aut],
Leanne Chhay [aut],
Mitchell O'Hara-Wild [aut] (<https://orcid.org/0000-0001-6729-7695>),
Fotios Petropoulos [aut] (<https://orcid.org/0000-0003-3039-4955>),
Slava Razbash [aut],
Earo Wang [aut],
Farah Yasmeen [aut] (<https://orcid.org/0000-0002-1479-5401>),
R Core Team [ctb, cph],
Ross Ihaka [ctb, cph],
Daniel Reid [ctb],
David Shaub [ctb],
Yuan Tang [ctb] (<https://orcid.org/0000-0001-5243-233X>),
Zhenyu Zhou [ctb]"
TimeSeries,ForecastComb,Forecast Combination Methods,GPL (>= 2),"Provides geometric- and regression-based forecast
combination methods under a unified user interface for the packages 'ForecastCombinations'
and 'GeomComb'. Additionally, updated tools and convenience functions for data pre-processing are available in order to deal with
common problems in forecast combination (missingness, collinearity). For method details see Hsiao C, Wan SK (2014). <doi:10.1016/j.jeconom.2013.11.003>, Hansen BE (2007). <doi:10.1111/j.1468-0262.2007.00785.x>,
Elliott G, Gargano A, Timmermann A (2013). <doi:10.1016/j.jeconom.2013.04.017>,
and Clemen RT (1989). <doi:10.1016/0169-2070(89)90012-5>.",https://github.com/ceweiss/ForecastComb,"Christoph E. Weiss, Gernot R. Roetzer, Eran Raviv"
TimeSeries,forecastHybrid,Convenient Functions for Ensemble Time Series Forecasts,GPL-3,"Convenient functions for ensemble forecasts in R combining
approaches from the 'forecast' package. Forecasts generated from auto.arima(), ets(),
thetaf(), nnetar(), stlm(), tbats(), and snaive() can be combined with equal weights, weights
based on in-sample errors (introduced by Bates & Granger (1969) <doi:10.1057/jors.1969.103>),
or cross-validated weights. Cross validation for time series data with user-supplied models
and forecasting functions is also supported to evaluate model accuracy.","https://gitlab.com/dashaub/forecastHybrid,
https://github.com/ellisp/forecastHybrid","David Shaub [aut, cre],
Peter Ellis [aut]"
TimeSeries,forecTheta,Forecasting Time Series by Theta Models,GPL (>= 2),Routines for forecasting univariate time series using Theta Models. Contains several cross-validation routines.,http://arxiv.org/abs/1503.03529,"Jose Augusto Fiorucci, Francisco Louzada and Bao Yiqi"
TimeSeries,fpp,"Data for ""Forecasting: principles and practice""",GPL (>= 2),"All data sets required for the examples and exercises in<U+000a>the book ""Forecasting: principles and practice"" by Rob J<U+000a>Hyndman and George Athanasopoulos. All packages required to run<U+000a>the examples are also loaded.",http://otexts.com/fpp/,Rob J Hyndman <Rob.Hyndman@monash.edu>
TimeSeries,fpp2,"Data for ""Forecasting: Principles and Practice"" (2nd Edition)",GPL (>= 3),"All data sets required for the examples and exercises
in the book ""Forecasting: principles and practice""
by Rob J Hyndman and George Athanasopoulos <https://OTexts.org/fpp2/>.
All packages required to run the examples are also loaded.","https://pkg.robjhyndman.com/fpp2-package,
https://github.com/robjhyndman/fpp2-package,
https://OTexts.org/fpp2/","Rob Hyndman [aut, cre, cph]"
TimeSeries,fracdiff,"Fractionally differenced ARIMA aka ARFIMA(p,d,q) models",GPL (>= 2),"Maximum likelihood estimation of the parameters of a<U+000a>fractionally differenced ARIMA(p,d,q) model (Haslett and<U+000a>Raftery, Appl.Statistics, 1989).",NA,"S original by Chris Fraley, U.Washington, Seattle.  R port by<U+000a>Fritz Leisch at TU Wien; since 2003-12: Martin Maechler;<U+000a>fdGPH(), fdSperio(), etc by Valderio Reisen and Artur Lemonte."
TimeSeries,fractal,A Fractal Time Series Modeling and Analysis Package,GPL-2,"Stochastic fractal and deterministic chaotic time series
analysis.",NA,"William Constantine [cre, aut],
Donald Percival [aut]"
TimeSeries,fractalrock,"Generate fractal time series with non-normal returns
distribution",GPL-3,"The basic principle driving fractal generation of time
series is that data is generated iteratively based on
increasing levels of resolution.  The initial series is defined
by a so-called initiator pattern and then generators are used
to replace each segment of the initial pattern. Regular,
repeatable patterns can be produced by using the same seed and
generators.  By using a set of generators, non-repeatable time
series can be produced.  This technique is the basis of the
fractal time series process in this package.",NA,Brian Lee Yung Rowe
TimeSeries,freqdom,Frequency Domain Based Analysis: Dynamic PCA,GPL-3,"Implementation of dynamic principal component
analysis (DPCA), simulation of VAR and VMA processes and frequency domain tools.
These frequency domain methods for dimensionality reduction of multivariate time series
were introduced by David Brillinger in his book Time Series (1974). We follow implementation
guidelines as described in Hormann, Kidzinski and Hallin (2016),
Dynamic Functional Principal Component <doi:10.1111/rssb.12076>.",NA,"Hormann S., Kidzinski L."
TimeSeries,freqdom.fda,Functional Time Series: Dynamic Functional Principal Components,GPL-3,"Implementations of functional dynamic principle components analysis. Related graphic tools and frequency domain methods.
These methods directly use multivariate dynamic principal components implementation,
following the guidelines from Hormann, Kidzinski and Hallin (2016), Dynamic Functional Principal Component <doi:10.1111/rssb.12076>.",NA,"Hormann S., Kidzinski L."
TimeSeries,fts,R Interface to 'tslib' (a Time Series Library in C++),GPL-3,Fast operations for time series objects.,NA,Whit Armstrong <armstrong.whit@gmail.com>
TimeSeries,ftsa,Functional Time Series Analysis,GPL-3,"Functions for visualizing, modeling, forecasting and hypothesis testing of functional time series.",NA,"Rob Hyndman [aut] (<https://orcid.org/0000-0002-2140-5352>),
Han Lin Shang [aut, cre, cph] (<https://orcid.org/0000-0003-1769-6430>)"
TimeSeries,funtimes,Functions for Time Series Analysis,GPL (>= 2),"Includes non-parametric estimators and tests for time series analysis. The functions are to test for presence of possibly non-monotonic trends and for synchronism of trends in multiple time series, using modern bootstrap techniques and robust non-parametric difference-based estimators.",NA,"Vyacheslav Lyubchich [aut, cre],
Yulia R. Gel [aut],
Calvin Chu [ctb],
Xin Huang [ctb],
Ethan D. Schaeffer [ctb],
Srishti Vishwakarma [ctb],
Xingyu Wang [ctb]"
TimeSeries,GAS,Generalized Autoregressive Score Models,GPL-3,"Simulate, estimate and forecast using univariate and multivariate GAS models
as described in Ardia et al. (2019) <doi:10.18637/jss.v088.i06>.",https://github.com/LeopoldoCatania/GAS,"Leopoldo Catania [aut,cre], Kris Boudt [ctb], David Ardia [ctb]"
TimeSeries,gdpc,Generalized Dynamic Principal Components,GPL (>= 2),"Functions to compute the Generalized Dynamic Principal Components
introduced in Peña and Yohai (2016) <DOI:10.1080/01621459.2015.1072542>.",NA,"Daniel Peña <daniel.pena@uc3m.es>,
Ezequiel Smucler <ezequiels.90@gmail.com>,
Victor Yohai <vyohai@dm.uba.ar>"
TimeSeries,ggdemetra,"'ggplot2' Extension for Seasonal and Trading Day Adjustment with
'RJDemetra'",EUPL,"Provides 'ggplot2' functions to return the results of seasonal and trading day adjustment
made by 'RJDemetra'. 'RJDemetra' is an 'R' interface around 'JDemetra+' (<https://github.com/jdemetra/jdemetra-app>),
the seasonal adjustment software officially recommended to the members of the European Statistical System and
the European System of Central Banks.",https://github.com/AQLT/ggdemetra,"Alain Quartier-la-Tente [aut, cre]"
TimeSeries,ggseas,'stats' for Seasonal Adjustment on the Fly with 'ggplot2',GPL-3,"Provides 'ggplot2' 'stats' that estimate seasonally adjusted series
and rolling summaries such as rolling average on the fly for time series.",NA,"Peter Ellis [aut, cre],
Christophe Sax [ctb]"
TimeSeries,ggTimeSeries,Time Series Visualisations Using the Grammar of Graphics,MIT + file LICENSE,"Provides additional display mediums for time series visualisations, such as calendar heat map, steamgraph, marimekko, etc.",https://github.com/Ather-Energy/ggTimeSeries,"Aditya Kothari [aut, cre],
Ather Energy [cph],
Jesse Vent [ctb] (Ensuring the package met CRAN requirements)"
TimeSeries,glarma,Generalized Linear Autoregressive Moving Average Models,GPL (>= 2),"Functions are provided for estimation, testing, diagnostic checking and forecasting of generalized linear autoregressive moving average (GLARMA) models for discrete valued time series with regression variables.  These are a class of observation driven non-linear non-Gaussian state space models. The state vector consists of a linear regression component plus an observation driven component consisting of an autoregressive-moving average (ARMA) filter of past predictive residuals. Currently three distributions (Poisson, negative binomial and binomial) can be used for the response series. Three options (Pearson, score-type and unscaled) for the residuals in the observation driven component are available. Estimation is via maximum likelihood (conditional on initializing values for the ARMA process) optimized using Fisher scoring or Newton Raphson iterative methods. Likelihood ratio and Wald tests for the observation driven component allow testing for serial dependence in generalized linear model settings. Graphical diagnostics including model fits, autocorrelation functions and probability integral transform residuals are included in the package. Several standard data sets are included in the package.",NA,"William T.M. Dunsmuir <w.dunsmuir@unsw.edu.au>, Cenanning Li
<cli113@aucklanduni.ac.nz>, and David J. Scott
<d.scott@auckland.ac.nz>"
TimeSeries,GMDH,Short Term Forecasting via GMDH-Type Neural Network Algorithms,GPL (>= 2),"Group method of data handling (GMDH) - type neural network algorithm is the heuristic self-organization method for modelling the complex systems. In this package, GMDH-type neural network algorithms are applied to make short term forecasting for a univariate time series.",NA,"Osman Dag, Ceylan Yozgatligil"
TimeSeries,gmvarkit,Estimate Gaussian Mixture Vector Autoregressive Model,GPL-3,"Unconstrained and constrained maximum likelihood estimation of Gaussian Mixture Vector Autoregressive (GMVAR)
model, quantile residual tests, graphical diagnostics, simulations, and forecasting.
Leena Kalliovirta, Mika Meitz, Pentti Saikkonen (2016) <doi:10.1016/j.jeconom.2016.02.012>.",NA,"Savi Virolainen [aut, cre]"
TimeSeries,GNAR,Methods for Fitting Network Time Series Models,GPL-2,"Simulation of, and fitting models for, Generalised Network Autoregressive (GNAR) time series models which take account of network structure.  Such models are described in Knight et al. (2016), see <arXiv:1603.03221>.",NA,"Kathryn Leeming [aut],
Guy Nason [aut],
Matt Nunes [aut, cre],
Marina Knight [ctb]"
